Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Benign,40,12,13.43365682,0,305.2847761,2082,52.05,12211,305.2847761,0,1074,4281,44,887,1170,101,768,140,383,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-CWS-0b31483d5f3f012b1d6eb5f43315868554019f0000b2bbbe67ed2b8f6d778dfa-4.raw,40,16,9.85,0,208.65,1556,38.9,8346,208.65,0,646,2923,43,663,707,101,606,123,177,262,45,84,45,0.0281602,0.052565707,0.0281602,3,3,18,1.0,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Scar-7ca342a6ff82376a2dc08e4db35ee62c-6.raw,39,15,10.02564103,0,211.6153846,1523,39.05128205,8253,211.6153846,0,643,2898,42,665,701,100,600,119,176,256,46,84,46,0.029562982,0.053984576,0.029562982,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,121,86,0,8,Malware
Benign,44,12,12.45824018,0,286.5737239,2153,48.93181818,12609,286.5737239,0,1129,4688,48,791,1195,108,750,143,427,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,1,0,1,1,5,3,7,0.022222222,0.0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,395,222,26,27,118,0,125,88,0,8,Benign
Ransomware-Ako-0a7af044e8be8976327359ed0c6785356503cebd0deada0466e7dab8496cee8a-9.raw,42,16,9.642857143,0,208.9761905,1610,38.33333333,8778,214.097561,0,866,2933,44,751,726,101,664,122,184,256,50,90,50,0.030674847,0.055214724,0.030674847,63,18506,378,10.5,0,0,1,0,5,2,7,0.0,0.0,0.023809524,0.0,0.119047619,0.047619048,0.166666667,138,389,221,26,24,116,0,120,87,0,8,Malware
Spyware-Transponder-0c6fb1b0d04b9ee60b06198a7ac4313c299113b4ceb92ecf16ca5148e34bd7fd-2.raw,32,13,12.375,0,193.34375,1168,36.5,6187,193.34375,0,558,1939,33,430,664,81,406,98,89,186,36,67,36,0.029925187,0.055694098,0.029925187,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.125,0.0625,0.15625,137,385,220,26,23,114,0,114,88,0,8,Malware
Spyware-Gator-2cee63dfc0a4a5e80cc6343069170962cdd0301de587fbced2791071d0732f97-4.raw,45,19,9.533333333,0,196.7555556,1692,37.6,8854,196.7555556,0,673,3043,48,714,772,111,652,132,192,273,58,102,58,0.033199771,0.058385804,0.033199771,3,3,18,1.0,1,0,1,1,5,3,7,0.02173913,0.0,0.02173913,0.02173913,0.108695652,0.065217391,0.152173913,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,42,12,12.65290499,0,278.7968806,2010,47.3241944,11845,299.8647924,0,1043,4214,43,837,1162,100,740,138,438,338,65,100,65,0.033084291,0.051155518,0.033084291,3,4,18,1.5,0,0,3,0,7,2,9,0.0,0.0,0.070250358,0.0,0.164421354,0.047085498,0.211506852,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,40,12,13.2934363,0,300.7803089,2001,50.025,12031,300.7803089,0,1121,4335,44,795,1164,101,738,138,452,336,63,99,63,0.032357473,0.050847458,0.032357473,3,4,18,1.5,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-TIBS-76ba065d9bbd91b3a2a24ae4c092e3dce4f2555b79ea5c14bc3ff9495ff7e965-6.raw,22,8,13.72727273,0,234.8636364,939,42.68181818,5167,234.8636364,0,474,1688,23,356,487,61,376,85,73,170,26,47,26,0.026970954,0.048755187,0.026970954,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.181818182,0.090909091,0.227272727,137,385,220,26,23,114,0,114,88,0,8,Malware
Benign,42,12,12.32590431,0,275.6423599,2075,48.65767176,11756,275.6423599,0,1041,4131,46,795,1117,105,741,145,393,340,70,110,70,0.034148717,0.053314096,0.034148717,4,5,24,1.333333333,1,0,1,1,5,3,7,0.030560303,0.0,0.030560303,0.030560303,0.121469394,0.076014848,0.166923939,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,42,12,13.4051864,0,304.0004245,2193,52.21513471,12768,304.0004245,0,1098,4486,46,943,1233,105,772,147,415,430,89,128,89,0.040826757,0.058521857,0.040826757,7,8,42,1.166666667,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Reconyc-26dedce65f937494d6630-6.raw,42,16,9.476190476,0,201.452381,1583,37.69047619,8461,201.452381,0,662,2956,45,713,708,106,614,119,179,262,48,89,48,0.02970297,0.055074257,0.02970297,3,3,18,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-180solutions-0e5cd68ba5299cf0dfafc9ea2d94d3bf1e959a3b1df968fc8c1d7d24fad0e2de-9.raw,37,15,10.18918919,0,215.0,1445,39.05405405,7955,215.0,0,628,2812,40,672,668,92,594,113,160,230,42,78,42,0.028826356,0.05353466,0.028826356,3,3,18,1.0,1,0,1,1,5,3,7,0.026315789,0.0,0.026315789,0.026315789,0.131578947,0.078947368,0.184210526,138,389,221,26,24,116,0,119,87,0,8,Malware
Ransomware-Shade-77cd0a32ddf280348d4b7f67926b681eb4c7a2150c7065364af6f3af0c99434c-3.raw,44,17,9.545454545,0,199.7954545,1665,37.84090909,8791,199.7954545,0,669,3062,47,694,770,109,650,126,182,269,49,92,49,0.028604787,0.053706947,0.028604787,4,4,24,1.0,1,0,1,1,5,3,7,0.022222222,0.0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-3fbf2c2213dcea25c6608a253f8f3ffcf0063fe3f14b066f594d849bf9fc51ae-4.raw,41,16,9.853658537,0,208.7073171,1613,39.34146341,8557,208.7073171,0,649,2987,44,670,726,103,642,126,181,267,45,85,45,0.027190332,0.051359517,0.027190332,3,3,18,1.0,4,0,4,4,8,6,10,0.088888889,0.0,0.088888889,0.088888889,0.177777778,0.133333333,0.222222222,138,389,221,26,24,116,0,123,87,0,8,Malware
Benign,40,12,13.39298229,0,305.044301,2091,52.275,12201,305.044301,0,1066,4289,44,897,1158,101,757,140,398,398,80,117,80,0.038240918,0.055927342,0.038240918,5,6,30,1.25,0,0,0,0,4,2,6,0.006846545,0.0,0.006846545,0.006846545,0.106161891,0.056504218,0.155819563,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,44,12,12.49033193,0,284.343053,2225,50.45418081,12543,284.343053,0,1084,4448,48,863,1194,109,791,149,421,381,87,129,87,0.039317025,0.057700452,0.039317025,5,6,30,1.247025038,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090673916,0.045336958,0.136010874,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Zeus-0e122d65b75fb1a3cdd21ddf664574a8e9607ebd0e8218d4b0a827a7545f8af1-3.raw,43,17,9.790697674,0,203.7674419,1651,38.39534884,8763,208.6428571,0,647,3035,45,696,767,106,663,129,197,271,46,87,46,0.027138643,0.051327434,0.027138643,3,3,18,1.0,6,0,7,6,11,8,13,0.12244898,0.0,0.142857143,0.12244898,0.224489796,0.163265306,0.265306122,138,389,221,26,24,116,0,123,86,0,8,Malware
Benign,44,12,12.72085599,0,284.107757,2133,48.47727273,12500,284.107757,0,1158,4456,48,828,1218,109,747,151,460,350,73,113,73,0.03494495,0.054092867,0.03494495,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,40,12,13.43224079,0,305.537068,2087,52.19155241,12221,305.537068,0,1069,4276,44,898,1171,101,760,140,406,399,79,116,79,0.038259478,0.056010678,0.038259478,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,42,12,12.84210294,0,283.1860472,2106,50.14285714,11893,283.1860472,0,1043,4171,46,816,1158,104,748,145,382,364,79,118,79,0.037476281,0.05597723,0.037476281,5,6,30,1.25,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,395,222,26,27,118,0,124,88,0,8,Benign
Ransomware-Conti-0b4f92773810d288111306f346b54e2dd6bbc4f45347ad608eed8d471a3c8126-6.raw,39,15,9.794871795,0,209.6923077,1519,38.94871795,8178,209.6923077,0,636,2878,42,656,684,100,598,119,175,257,44,82,44,0.028387097,0.052903226,0.028387097,3,3,18,1.0,3,0,3,3,7,5,9,0.071428571,0.0,0.071428571,0.071428571,0.166666667,0.119047619,0.214285714,138,389,221,26,24,116,0,120,86,0,8,Malware
Benign,46,12,12.47429024,0,282.2338507,2192,48.08543079,13033,289.6254554,0,1169,4815,49,837,1264,112,767,147,461,362,67,108,67,0.031315561,0.050123779,0.031315561,4,5,24,1.333333333,0,0,1,0,5,2,7,0.0,0.0,0.025378415,0.0,0.112011445,0.043316514,0.15532796,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-Transponder-0e24e61b8c279ed64eeb43b4d1c91a754e797989c5c7d891fb984b3c42dbad7d-10.raw,41,17,9.585365854,0,198.7804878,1552,37.85365854,8150,198.7804878,0,638,2832,44,694,674,99,586,119,165,231,55,95,55,0.034246575,0.059153176,0.034246575,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,118,88,0,8,Malware
Benign,48,17,11.85353284,0,266.7613567,2290,46.88407255,13028,266.7613567,0,1093,4503,55,1017,1214,118,802,148,446,410,89,136,89,0.038633186,0.058792041,0.038633186,5,6,31,1.23879957,6,0,6,6,10,8,12,0.10939457,0.0,0.10939457,0.10939457,0.182324283,0.145859427,0.21878914,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,42,16,11.45183184,0,281.6827886,2067,49.21428571,11830,281.6827886,0,907,3842,45,1252,948,103,825,135,375,430,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0.0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,Benign
Benign,47,18,10.71514235,0,248.7491242,2138,45.26840781,11748,248.7491242,0,866,3933,51,1099,976,114,792,149,357,409,86,132,86,0.039460701,0.060577956,0.039460701,12,77,76,1.64596783,1,0,1,1,5,3,6,0.031231033,0.0,0.031231033,0.031231033,0.113263073,0.072247053,0.138663577,138,392,222,26,24,118,0,122,87,0,8,Benign
Spyware-Gator-0b25829d15dc951a44e7652fc6de9d936d7d51f29586d56dbf8fccea419252ac-1.raw,39,15,11.41025641,0,220.3589744,1562,40.05128205,8594,220.3589744,0,641,2998,42,654,829,99,640,120,176,259,47,85,47,0.029228856,0.052860697,0.029228856,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,43,12,12.34804488,0,267.3126152,2036,46.45491339,11719,285.2772358,0,1044,4120,45,780,1169,102,737,142,388,336,68,106,68,0.033707682,0.052517506,0.033707682,4,5,24,1.333333333,0,0,2,0,6,2,8,0.003700042,0.0,0.066331797,0.003700042,0.157240888,0.049154587,0.202695434,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Ako-0a63d76d7e9a5a636daa1d40dab9e9917884523ed65ab0b4653bcf9b1cc4b030-10.raw,38,16,10.18421053,0,213.1315789,1485,39.07894737,8099,213.1315789,0,643,2839,41,680,684,95,603,116,162,232,43,80,43,0.028724115,0.053440214,0.028724115,8,27,48,2.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,41,12,13.32977533,0,299.5173241,2074,50.58536585,12280,299.5173241,0,1139,4404,45,809,1193,103,746,141,458,350,72,109,72,0.035485461,0.053721045,0.035485461,4,5,24,1.333333333,1,0,1,1,5,3,7,0.023809524,0.0,0.023809524,0.023809524,0.119047619,0.071428571,0.166666667,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-Transponder-0e86a8076f85fc63e1441f0813958c1a59526bcf516f8c89244902eb4b96cbff-1.raw,43,17,10.55813953,0,206.5581395,1648,38.3255814,8882,206.5581395,0,677,3082,46,685,849,107,649,123,182,267,57,99,57,0.033450704,0.058098592,0.033450704,3,3,18,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Refroso-8e33efa06ac627946d1e798b7d36222c-4.raw,43,18,9.744186047,0,204.0,1685,39.18604651,8772,204.0,0,654,3040,46,682,760,108,654,132,181,275,49,91,49,0.028307337,0.052570768,0.028307337,11,59,66,2.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,122,87,0,8,Malware
Ransomware-Maze-9b88f91cb43eced4ec25a89a4be4acfd076dec1614b4b0f984c325a4fe85eacf-9.raw,40,16,9.65,0,204.9,1523,38.075,8196,204.9,0,650,2888,43,690,683,98,605,116,161,233,44,83,44,0.028627196,0.054001301,0.028627196,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,43,17,10.72093023,0,252.9302326,1890,43.95348837,10877,258.9761905,0,819,3780,48,958,888,105,745,137,345,360,83,123,83,0.043206663,0.064029151,0.043206663,5,6,30,1.25,8,0,9,8,13,10,15,0.156862745,0.0,0.176470588,0.156862745,0.254901961,0.196078431,0.294117647,138,392,222,26,24,118,0,126,87,0,8,Benign
Trojan-Scar-7fb7cf9dc48e7a64fa7eea0451efcdc6-7.raw,41,16,9.536585366,0,205.6341463,1580,38.53658537,8431,205.6341463,0,661,2938,44,718,698,104,621,119,176,259,48,88,48,0.029943855,0.054897068,0.029943855,4,4,24,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.139534884,0.093023256,0.186046512,138,389,221,26,24,116,0,119,87,0,8,Malware
Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-10.raw,34,13,10.08823529,0,205.2352941,1305,38.38235294,6978,205.2352941,0,581,2413,36,575,560,85,495,102,118,207,39,72,39,0.029039464,0.053611318,0.029039464,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.117647059,0.058823529,0.147058824,138,389,221,26,24,116,0,116,88,0,8,Malware
Ransomware-Ako-0a1fc3cee4e918f9dfed104624a5aea3940c1f992ca7e59dfbf6ea4472e417cd-8.raw,44,19,9.272727273,0,198.4318182,1593,36.20454545,8735,218.375,0,857,2919,43,710,746,99,671,122,174,262,43,82,43,0.026791277,0.051090343,0.026791277,115,23402,690,19.16666667,0,0,4,0,8,2,10,0.0,0.0,0.090909091,0.0,0.181818182,0.045454545,0.227272727,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,40,12,12.86821612,0,293.0928388,1985,49.625,11723,293.0928388,0,1109,4144,44,803,1105,101,729,141,436,333,64,100,64,0.033126294,0.051759834,0.033126294,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Refroso-fa242012258f9c796feb675083a6cee2-6.raw,39,15,9.923076923,0,210.1538462,1520,38.97435897,8196,210.1538462,0,640,2875,42,659,689,100,600,119,176,255,45,83,45,0.029051001,0.053582957,0.029051001,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,121,86,0,8,Malware
Benign,41,12,13.47566117,0,307.536791,2171,52.95121951,12609,307.536791,0,1089,4424,45,930,1216,103,777,143,414,417,89,127,89,0.040825688,0.058256881,0.040825688,6,7,36,1.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,124,88,0,8,Benign
Ransomware-Maze-10f45decbaaf859a4cb64545d0b1bb7fa3424c556fe0a3e42323fc51160caf2f-7.raw,37,15,10.05405405,0,214.7837838,1445,39.05405405,7947,214.7837838,0,621,2810,40,665,658,92,596,113,160,230,43,79,43,0.029331514,0.053888131,0.029331514,3,3,18,1.0,8,0,8,8,12,10,14,0.177777778,0.0,0.177777778,0.177777778,0.266666667,0.222222222,0.311111111,138,389,221,26,24,116,0,118,87,0,8,Malware
Trojan-Reconyc-197c69e08af6d86b28a2b570a396015d-1.raw,42,16,10.97619048,0,214.1666667,1659,39.5,8995,214.1666667,0,669,3112,45,710,865,105,662,123,181,268,50,91,50,0.029274005,0.053278689,0.029274005,3,3,18,1.0,3,0,3,3,7,5,9,0.066666667,0.0,0.066666667,0.066666667,0.155555556,0.111111111,0.2,138,389,221,26,24,116,0,122,87,0,8,Malware
Ransomware-Pysa-14f5c64f73edd0e19eee4aba150751418bcf39c61ae5a833f1ec5ae57af3a075-6.raw,37,15,10.05405405,0,215.0810811,1444,39.02702703,7958,215.0810811,0,621,2818,40,665,664,92,596,113,160,230,43,79,43,0.029411765,0.054035568,0.029411765,3,3,18,1.0,9,0,9,9,13,11,15,0.195652174,0.0,0.195652174,0.195652174,0.282608696,0.239130435,0.326086957,138,389,221,26,24,116,0,118,87,0,8,Malware
Spyware-Transponder-0f2b8579287dbf4724b1d4013f2d2fc9e41773f6c590794b775b2e36665bd6e3-8.raw,37,15,10.16216216,0,215.1351351,1446,39.08108108,7960,215.1351351,0,624,2819,40,671,664,92,594,113,161,231,43,79,43,0.029512697,0.054221002,0.029512697,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,86,0,8,Malware
Ransomware-Maze-4dd9ff5f2b8ff46c38cf2f109dbdeb53444769d00afa7dc6f246cf56bcbfa3c7-2.raw,44,17,9.818181818,0,201.2272727,1671,37.97727273,8854,201.2272727,0,667,3094,47,696,798,109,651,126,184,270,48,91,48,0.027939464,0.052968568,0.027939464,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,87,0,8,Malware
Spyware-180solutions-0a1be085c34f1aa455fde9e82e3225ba08e2d760120b3543b75d3381e18a69b5-3.raw,41,16,10.09756098,0,210.5365854,1616,39.41463415,8632,210.5365854,0,646,3013,44,673,761,103,643,126,180,268,48,88,48,0.0288635,0.052916416,0.0288635,3,3,18,1.0,5,0,5,5,9,7,11,0.108695652,0.0,0.108695652,0.108695652,0.195652174,0.152173913,0.239130435,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Refroso-0a67fedbfc133bd8a5e680521014bfe8-4.raw,32,13,10.3125,0,182.0,1170,36.5625,5824,182.0,0,551,1840,33,429,522,81,406,92,86,186,36,67,36,0.029875519,0.05560166,0.029875519,2,2,12,1.0,2,0,2,2,6,4,7,0.058823529,0.0,0.058823529,0.058823529,0.176470588,0.117647059,0.205882353,137,385,220,26,23,114,0,115,88,0,8,Malware
Benign,50,17,11.89582233,0,272.3158223,2356,47.12,13615,272.3158223,0,1192,4727,56,1024,1273,125,811,150,536,439,93,141,93,0.038782319,0.058798999,0.038782319,5,6,30,1.25,3,0,3,3,7,5,9,0.056603774,0.0,0.056603774,0.056603774,0.132075472,0.094339623,0.169811321,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,41,12,13.12893218,0,298.5784711,2074,50.58536585,12241,298.5784711,0,1136,4391,45,809,1178,103,746,141,457,350,72,109,72,0.035485461,0.053721045,0.035485461,4,5,24,1.333333333,1,0,1,1,5,3,7,0.023809524,0.0,0.023809524,0.023809524,0.119047619,0.071428571,0.166666667,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Pysa-8ff103e80d40708481f11ec8128e3f786686b93f957789929921a8f08ac491c3-7.raw,39,16,9.692307692,0,205.1282051,1463,37.51282051,8001,210.5526316,0,632,2815,41,676,669,95,604,113,161,232,43,80,43,0.029113067,0.054163846,0.029113067,3,3,18,1.0,0,0,1,0,5,2,7,0.0,0.0,0.025641026,0.0,0.128205128,0.051282051,0.179487179,138,389,221,26,24,116,0,119,86,0,8,Malware
Trojan-Zeus-2d587bb30b8636c19160970452dff512401beddc3feeb77e05803296343c161a-4.raw,41,16,9.731707317,0,207.7073171,1605,39.14634146,8516,207.7073171,0,640,2981,44,667,719,103,642,126,180,267,45,85,45,0.027322404,0.051608986,0.027322404,3,3,18,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.139534884,0.093023256,0.186046512,138,389,221,26,24,116,0,121,86,0,8,Malware
Ransomware-Conti-0bd543e9869fbb81daf10783b0e05ba86f11d43474670fe081f3cb1a11103894-8.raw,41,16,9.43902439,0,202.3658537,1543,37.63414634,8297,202.3658537,0,659,2896,44,704,689,104,608,116,176,255,45,85,45,0.028809219,0.054417414,0.028809219,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,88,0,8,Malware
Benign,39,12,13.28674843,0,302.9954962,1996,51.17948718,11816,302.9954962,0,1048,4159,43,864,1125,99,751,137,367,352,62,98,62,0.031344793,0.049544995,0.031344793,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.153846154,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,13,13.39101659,0,293.5355551,2068,50.46071022,12034,293.5355551,0,1052,4182,45,854,1171,105,732,142,400,374,59,97,59,0.029251813,0.047789508,0.029251813,4,5,24,1.333333333,1,0,1,1,5,3,6,0.023809524,0.0,0.023809524,0.023809524,0.119047619,0.071428571,0.142982858,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,14,13.60286271,0,297.0794,2064,50.34146341,12180,297.0794,0,1077,4220,45,868,1186,102,748,145,433,385,64,103,64,0.031667491,0.050964869,0.031667491,4,5,24,1.333333333,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.12195122,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,56,20,12.11576525,0,274.0081954,2632,46.6685386,15456,279.5309994,0,1230,5341,61,1214,1466,128,904,156,562,510,107,160,107,0.040233745,0.060163644,0.040233745,12,61,72,1.714285714,0,0,1,0,5,2,7,0.0,0.0,0.019904558,0.0,0.090822326,0.035458883,0.131257349,138,392,222,26,24,118,0,126,87,0,8,Benign
Ransomware-Maze-3026b5a76f3636deec0cdffe0d845e3a00540a95fda6f31fe556df8e0a1e3833-3.raw,41,16,10.2195122,0,210.5365854,1614,39.36585366,8632,210.5365854,0,640,3024,44,667,772,103,645,126,180,267,46,86,46,0.027727547,0.051838457,0.027727547,3,3,18,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.139534884,0.093023256,0.186046512,138,389,221,26,24,116,0,121,87,0,8,Malware
Spyware-Transponder-0cd440064343628007c2dbb630e8f50a168ceaa61aedd940f0082da73e40c51c-1.raw,39,15,11.43589744,0,220.7435897,1562,40.05128205,8609,220.7435897,0,641,3005,42,660,830,99,640,120,177,259,47,85,47,0.029228856,0.052860697,0.029228856,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,42,12,13.21803388,0,305.5462985,2203,52.45238095,12832,305.5462985,0,1107,4540,46,943,1227,109,772,146,420,446,89,128,89,0.0402169,0.057840036,0.0402169,6,7,36,1.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,42,12,12.95562543,0,298.4350604,2160,51.42857143,12535,305.7383545,0,1079,4410,45,922,1193,104,776,144,423,396,80,117,80,0.037751399,0.055110345,0.037751399,5,6,30,1.25,0,0,1,0,5,2,7,0.012420164,0.0,0.035933969,0.012420164,0.129989192,0.059447775,0.177016803,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,42,12,13.17970901,0,302.3443034,2177,51.83333333,12698,302.3443034,0,1142,4506,46,877,1218,105,772,142,425,403,79,119,79,0.036761284,0.055374593,0.036761284,5,6,30,1.25,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-TIBS-4f4091323fa48a901e1e188199a12a30ff363129ad53d4a08d68528c666b1e68-1.raw,22,8,16.27272727,0,243.6363636,934,42.45454545,5360,243.6363636,0,478,1679,23,345,599,61,376,85,71,170,24,45,24,0.02507837,0.047021944,0.02507837,1,1,6,1.0,1,0,1,1,5,3,5,0.043478261,0.0,0.043478261,0.043478261,0.217391304,0.130434783,0.217391304,137,385,220,26,23,114,0,114,88,0,8,Malware
Benign,42,12,13.19461524,0,305.838537,2203,52.45238095,12845,305.838537,0,1107,4546,46,943,1228,109,772,146,420,445,89,128,89,0.0402169,0.057840036,0.0402169,6,7,36,1.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Emotet-1cec74dc7f903b6808be80cf1b796b569472c088bd0f3e1b018a07305fecc440-10.raw,37,15,10.18918919,0,215.3783784,1452,39.24324324,7969,215.3783784,0,633,2817,40,668,664,92,596,113,160,230,43,79,43,0.029331514,0.053888131,0.029331514,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,120,86,0,8,Malware
